timestep,date,node,S,E,I,R
349,2019-12-16,6,705,0,0,9623
349,2019-12-16,7,743,0,0,10579
349,2019-12-16,8,663,0,0,8885
349,2019-12-16,9,494,0,0,9128
349,2019-12-16,10,203,0,0,3810
349,2019-12-16,11,495,0,0,7161
349,2019-12-16,12,563,0,0,6894
349,2019-12-16,13,844,0,0,10966
350,2019-12-17,0,56,0,0,2478
350,2019-12-17,1,58,0,0,1736
350,2019-12-17,2,104,0,0,2330
350,2019-12-17,3,102,0,0,2969
350,2019-12-17,4,472,0,0,6531
350,2019-12-17,5,271,0,0,3516
350,2019-12-17,6,708,0,0,9623
350,2019-12-17,7,747,0,0,10579
350,2019-12-17,8,667,0,0,8885
350,2019-12-17,9,498,0,0,9128
350,2019-12-17,10,205,0,0,3810
350,2019-12-17,11,498,0,0,7161
350,2019-12-17,12,566,0,0,6894
350,2019-12-17,13,849,0,0,10966
351,2019-12-18,0,56,0,0,2478
351,2019-12-18,1,58,0,0,1736
351,2019-12-18,2,104,0,0,2330
351,2019-12-18,3,102,0,0,2969
351,2019-12-18,4,472,0,0,6531
351,2019-12-18,5,271,0,0,3516
351,2019-12-18,6,708,0,0,9622
351,2019-12-18,7,747,0,0,10579
351,2019-12-18,8,667,0,0,8884
351,2019-12-18,9,498,0,0,9128
351,2019-12-18,10,205,0,0,3810
351,2019-12-18,11,498,0,0,7161
351,2019-12-18,12,566,0,0,6894
351,2019-12-18,13,849,0,0,10966
352,2019-12-19,0,56,0,0,2478
352,2019-12-19,1,58,0,0,1736
352,2019-12-19,2,104,0,0,2330
352,2019-12-19,3,102,0,0,2969
352,2019-12-19,4,472,0,0,6530
352,2019-12-19,5,271,0,0,3516
352,2019-12-19,6,708,0,0,9622
352,2019-12-19,7,747,0,0,10578
352,2019-12-19,8,667,0,0,8884
352,2019-12-19,9,498,0,0,9128
352,2019-12-19,10,205,0,0,3810
352,2019-12-19,11,498,0,0,7161
352,2019-12-19,12,566,0,0,6894
352,2019-12-19,13,849,0,0,10965
353,2019-12-20,0,56,0,0,2478
353,2019-12-20,1,58,0,0,1736
353,2019-12-20,2,104,0,0,2330
353,2019-12-20,3,102,0,0,2968
353,2019-12-20,4,472,0,0,6530
353,2019-12-20,5,271,0,0,3516
353,2019-12-20,6,708,0,0,9622
353,2019-12-20,7,747,0,0,10577
353,2019-12-20,8,667,0,0,8884
353,2019-12-20,9,498,0,0,9128
353,2019-12-20,10,205,0,0,3810
353,2019-12-20,11,498,0,0,7161
353,2019-12-20,12,566,0,0,6894
353,2019-12-20,13,849,0,0,10965
354,2019-12-21,0,56,0,0,2478
354,2019-12-21,1,58,0,0,1736
354,2019-12-21,2,104,0,0,2330
354,2019-12-21,3,102,0,0,2968
354,2019-12-21,4,472,0,0,6530
354,2019-12-21,5,271,0,0,3515
354,2019-12-21,6,708,0,0,9622
354,2019-12-21,7,747,0,0,10577
354,2019-12-21,8,667,0,0,8884
354,2019-12-21,9,498,0,0,9127
354,2019-12-21,10,205,0,0,3810
354,2019-12-21,11,498,0,0,7161
354,2019-12-21,12,566,0,0,6894
354,2019-12-21,13,849,0,0,10965
355,2019-12-22,0,56,0,0,2478
355,2019-12-22,1,58,0,0,1736
355,2019-12-22,2,104,0,0,2330
355,2019-12-22,3,102,0,0,2968
355,2019-12-22,4,472,0,0,6530
355,2019-12-22,5,271,0,0,3515
355,2019-12-22,6,708,0,0,9622
355,2019-12-22,7,747,0,0,10577
355,2019-12-22,8,667,0,0,8884
355,2019-12-22,9,498,0,0,9127
355,2019-12-22,10,205,0,0,3810
355,2019-12-22,11,498,0,0,7160
355,2019-12-22,12,566,0,0,6894
355,2019-12-22,13,849,0,0,10965
356,2019-12-23,0,56,0,0,2478
356,2019-12-23,1,58,0,0,1736
356,2019-12-23,2,104,0,0,2329
356,2019-12-23,3,102,0,0,2968
356,2019-12-23,4,472,0,0,6530
356,2019-12-23,5,271,0,0,3515
356,2019-12-23,6,708,0,0,9622
356,2019-12-23,7,747,0,0,10577
356,2019-12-23,8,667,0,0,8884
356,2019-12-23,9,498,0,0,9126
356,2019-12-23,10,205,0,0,3809
356,2019-12-23,11,498,0,0,7160
356,2019-12-23,12,566,0,0,6894
356,2019-12-23,13,849,0,0,10965
357,2019-12-24,0,56,0,0,2478
357,2019-12-24,1,58,0,0,1736
357,2019-12-24,2,104,0,0,2329
357,2019-12-24,3,102,0,0,2968
357,2019-12-24,4,469,0,0,6505
357,2019-12-24,5,271,0,0,3515
357,2019-12-24,6,712,0,0,9620
357,2019-12-24,7,752,0,0,10577
357,2019-12-24,8,670,0,0,8884
357,2019-12-24,9,501,0,0,9126
357,2019-12-24,10,207,0,0,3809
357,2019-12-24,11,501,0,0,7160
357,2019-12-24,12,569,0,0,6894
357,2019-12-24,13,853,0,0,10965
358,2019-12-25,0,56,0,0,2478
358,2019-12-25,1,58,0,0,1736
358,2019-12-25,2,104,0,0,2329
358,2019-12-25,3,102,0,0,2968
358,2019-12-25,4,469,0,0,6505
358,2019-12-25,5,271,0,0,3515
358,2019-12-25,6,712,0,0,9620
358,2019-12-25,7,752,0,0,10577
358,2019-12-25,8,670,0,0,8883
358,2019-12-25,9,501,0,0,9126
358,2019-12-25,10,207,0,0,3809
358,2019-12-25,11,501,0,0,7160
358,2019-12-25,12,569,0,0,6893
358,2019-12-25,13,853,0,0,10964
359,2019-12-26,0,56,0,0,2478
359,2019-12-26,1,58,0,0,1736
359,2019-12-26,2,104,0,0,2329
359,2019-12-26,3,102,0,0,2968
359,2019-12-26,4,469,0,0,6505
359,2019-12-26,5,271,0,0,3515
359,2019-12-26,6,712,0,0,9620
359,2019-12-26,7,752,0,0,10576
359,2019-12-26,8,670,0,0,8883
359,2019-12-26,9,501,0,0,9126
359,2019-12-26,10,207,0,0,3809
359,2019-12-26,11,501,0,0,7160
359,2019-12-26,12,569,0,0,6892
359,2019-12-26,13,853,0,0,10964
360,2019-12-27,0,56,0,0,2477
360,2019-12-27,1,58,0,0,1736
360,2019-12-27,2,104,0,0,2329
360,2019-12-27,3,102,0,0,2968
360,2019-12-27,4,469,0,0,6505
360,2019-12-27,5,271,0,0,3515
360,2019-12-27,6,712,0,0,9620
360,2019-12-27,7,752,0,0,10576
360,2019-12-27,8,670,0,0,8883
360,2019-12-27,9,501,0,0,9126
360,2019-12-27,10,207,0,0,3809
360,2019-12-27,11,501,0,0,7160
360,2019-12-27,12,569,0,0,6892
360,2019-12-27,13,853,0,0,10964
361,2019-12-28,0,56,0,0,2477
361,2019-12-28,1,58,0,0,1736
361,2019-12-28,2,104,0,0,2329
361,2019-12-28,3,102,0,0,2967
361,2019-12-28,4,469,0,0,6505
361,2019-12-28,5,271,0,0,3515
361,2019-12-28,6,712,0,0,9620
361,2019-12-28,7,752,0,0,10576
361,2019-12-28,8,670,0,0,8883
361,2019-12-28,9,501,0,0,9126
361,2019-12-28,10,207,0,0,3809
361,2019-12-28,11,501,0,0,7160
361,2019-12-28,12,569,0,0,6892
361,2019-12-28,13,853,0,0,10964
362,2019-12-29,0,56,0,0,2477
362,2019-12-29,1,58,0,0,1736
362,2019-12-29,2,104,0,0,2329
362,2019-12-29,3,102,0,0,2967
362,2019-12-29,4,469,0,0,6505
362,2019-12-29,5,271,0,0,3515
362,2019-12-29,6,712,0,0,9620
362,2019-12-29,7,752,0,0,10576
362,2019-12-29,8,670,0,0,8882
362,2019-12-29,9,501,0,0,9126
362,2019-12-29,10,207,0,0,3809
362,2019-12-29,11,501,0,0,7160
362,2019-12-29,12,569,0,0,6892
362,2019-12-29,13,853,0,0,10964
363,2019-12-30,0,56,0,0,2477
363,2019-12-30,1,58,0,0,1736
363,2019-12-30,2,104,0,0,2329
363,2019-12-30,3,102,0,0,2966
363,2019-12-30,4,469,0,0,6504
363,2019-12-30,5,271,0,0,3515
363,2019-12-30,6,712,0,0,9619
363,2019-12-30,7,752,0,0,10576
363,2019-12-30,8,670,0,0,8882
363,2019-12-30,9,501,0,0,9125
363,2019-12-30,10,207,0,0,3809
363,2019-12-30,11,501,0,0,7160
363,2019-12-30,12,569,0,0,6892
363,2019-12-30,13,853,0,0,10964
364,2019-12-31,0,56,0,0,2477
364,2019-12-31,1,58,0,0,1736
364,2019-12-31,2,104,0,0,2329
364,2019-12-31,3,102,0,0,2966
364,2019-12-31,4,469,0,0,6476
364,2019-12-31,5,272,0,0,3515
364,2019-12-31,6,715,0,0,9619
364,2019-12-31,7,756,0,0,10576
364,2019-12-31,8,674,0,0,8882
364,2019-12-31,9,505,0,0,9125
364,2019-12-31,10,208,0,0,3809
364,2019-12-31,11,504,0,0,7159
364,2019-12-31,12,572,0,0,6892
364,2019-12-31,13,857,0,0,10964
365,2020-01-01,0,56,0,0,2477
365,2020-01-01,1,58,0,0,1736
365,2020-01-01,2,104,0,0,2329
365,2020-01-01,3,102,0,0,2966
365,2020-01-01,4,469,0,0,6476
365,2020-01-01,5,272,0,0,3514
365,2020-01-01,6,715,0,0,9619
365,2020-01-01,7,756,0,0,10575
365,2020-01-01,8,674,0,0,8882
365,2020-01-01,9,505,0,0,9125
365,2020-01-01,10,208,0,0,3809
365,2020-01-01,11,504,0,0,7158
365,2020-01-01,12,572,0,0,6892
365,2020-01-01,13,857,0,0,10962
